TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
5349,2734,2023,3,Friends,257,4.0
5350,1794,2022,3,Couples,143,5.0
5351,991,2021,10,Couples,34,5.0
5352,2954,2020,5,Friends,286,4.0
5353,2861,2024,1,Business,323,4.0
5354,2312,2023,6,Family,189,5.0
5355,2355,2023,11,Friends,195,5.0
5356,2929,2023,11,Friends,51,3.0
5357,1760,2022,1,Friends,327,4.0
5358,2626,2021,12,Friends,326,5.0
5359,215,2022,4,Couples,348,5.0
5360,1619,2021,5,Friends,279,5.0
5361,1456,2022,9,Couples,243,4.0
5362,147,2024,3,Family,237,5.0
5363,282,2020,7,Couples,289,3.0
5364,88,2023,12,Friends,326,
5365,840,2022,6,Couples,30,5.0
5366,180,2024,9,Family,291,5.0
5367,1178,2024,2,Family,59,5.0
5368,2416,2023,1,Couples,308,3.0
5369,1794,2022,12,Family,68,5.0
5370,1979,2024,7,Business,212,4.0
5371,127,2021,6,Couples,318,5.0
5372,2504,2023,6,Family,224,4.0
5373,481,2021,11,Couples,22,3.0
5374,871,2023,4,Family,331,4.0
5375,1500,2021,7,Couples,52,4.0
5376,2802,2024,6,Solo,326,4.0
5377,2994,2024,8,Family,56,4.0
5378,2327,2023,2,Family,326,5.0
5379,2165,2020,3,Family,50,3.0
5380,1520,2023,10,Solo,326,4.0
5381,1948,2022,7,Friends,188,4.0
5382,481,2023,10,Friends,22,4.0
5383,763,2020,3,Couples,321,4.0
5384,2954,2023,11,Couples,348,5.0
5385,2938,2021,11,Couples,350,3.0
5386,926,2021,7,Solo,22,3.0
5387,724,2023,1,Family,260,5.0
5388,687,2023,5,Friends,291,5.0
5389,1397,2024,2,Family,318,3.0
5390,672,2021,3,Couples,326,5.0
5391,1892,2021,12,Family,326,5.0
5392,241,2023,6,Solo,326,5.0
5393,346,2021,4,Family,102,4.0
5394,787,2022,3,Couples,268,5.0
5395,2308,2024,2,Couples,311,3.0
5396,926,2023,3,Couples,115,4.0
5397,1350,2020,9,Couples,326,5.0
5398,1917,2024,6,Family,96,4.0
5399,2344,2023,7,Family,167,5.0
5400,880,2023,1,Business,50,4.0
5401,2171,2022,6,Friends,92,4.0
5402,819,2023,12,Couples,246,5.0
5403,1876,2020,6,Family,297,5.0
5404,1279,2024,1,Family,60,4.0
5405,2788,2024,8,Friends,242,5.0
5406,2944,2023,6,Business,283,3.0
5407,2304,2020,11,Friends,167,4.0
5408,2744,2024,6,Solo,145,3.0
5409,456,2023,1,Family,86,5.0
5410,1911,2020,11,Friends,328,3.0
5411,669,2021,2,Business,40,3.0
5412,788,2024,5,Friends,157,
5413,1518,2024,9,Couples,291,5.0
5414,2207,2022,9,Family,133,5.0
5415,2145,2022,6,Family,166,5.0
5416,2589,2021,8,Couples,323,4.0
5417,1642,2022,1,Friends,49,5.0
5418,2786,2022,2,Family,308,3.0
5419,2652,2023,12,Family,25,5.0
5420,2523,2024,11,Couples,77,5.0
5421,687,2024,3,Family,92,5.0
5422,1533,2021,11,Business,100,3.0
5423,2188,2022,4,Couples,184,5.0
5424,2923,2022,4,Business,317,5.0
5425,45,2022,7,Family,308,4.0
5426,926,2023,12,Couples,116,4.0
5427,965,2020,12,Couples,52,4.0
5428,824,2024,2,COUPLES,141,5.0
5429,2433,2023,2,Friends,291,5.0
5430,172,2020,1,Family,349,5.0
5431,990,2023,4,Business,88,3.0
5432,2108,2022,11,Friends,17,4.0
5433,1134,2024,1,Family,339,4.0
5434,481,2022,12,Couples,59,5.0
5435,1784,2023,5,Solo,237,4.0
5436,1518,2022,10,Family,50,3.0
5437,2944,2023,2,Family,159,4.0
5438,2230,2022,10,Family,326,5.0
5439,2959,2024,11,Friends,277,4.0
5440,636,2024,2,Couples,229,5.0
5441,2266,2024,12,Friends,60,3.0
5442,1613,2022,5,Family,339,4.0
5443,2111,2024,5,Family,336,4.0
5444,1333,2022,5,Family,25,5.0
5445,669,2022,6,Friends,146,5.0
5446,172,2024,12,,157,4.0
5447,2498,2022,10,Family,171,5.0
5448,2420,2021,10,Couples,18,5.0
5449,545,2021,2,Family,224,3.0
5450,1876,2023,5,Family,83,4.0
5451,2194,2022,10,Couples,3,4.0
5452,1634,2022,5,Family,254,5.0
5453,920,2022,6,Couples,326,4.0
5454,2630,2024,2,Couples,18,4.0
5455,1871,2022,9,Couples,311,4.0
5456,2141,2024,4,Couples,230,5.0
5457,1905,2022,2,Friends,151,4.0
5458,2144,2022,4,Couples,326,5.0
5459,481,2021,7,Friends,149,4.0
5460,2773,2020,5,Family,238,4.0
5461,818,2023,5,Friends,209,4.0
5462,2493,2023,6,Family,176,5.0
5463,2676,2022,4,Couples,13,5.0
5464,1903,2022,7,Family,116,3.0
5465,1756,2022,10,Couples,97,4.0
5466,355,2024,6,Couples,133,5.0
5467,1222,2023,3,Couples,101,3.0
5468,1786,2020,6,Family,268,4.0
5469,265,2021,12,Couples,59,5.0
5470,362,2023,4,Family,42,4.0
5471,2984,2024,1,Friends,326,5.0
5472,946,2023,6,Solo,249,5.0
5473,985,2023,7,Family,326,5.0
5474,743,2024,10,Friends,4,5.0
5475,1879,2023,5,Family,195,5.0
5476,1358,2024,1,Couples,118,5.0
5477,2349,2023,3,Family,143,5.0
5478,1481,2021,11,Couples,279,5.0
5479,61,2024,6,Solo,248,5.0
5480,1394,2024,3,Couples,168,5.0
5481,180,2020,10,Friends,18,3.0
5482,2462,2022,12,Business,326,3.0
5483,371,2022,11,Family,5,3.0
5484,669,2023,6,Couples,159,4.0
5485,1312,2022,1,Solo,88,4.0
5486,664,2022,2,Couples,176,4.0
5487,1559,2022,2,Couples,87,5.0
5488,1314,2023,7,Friends,2,5.0
5489,2861,2021,6,Couples,326,5.0
5490,286,2020,5,Business,59,4.0
5491,1687,2023,3,Friends,72,3.0
5492,2141,2023,4,Friends,7,5.0
5493,420,2023,11,Friends,306,5.0
5494,1850,2022,4,Solo,205,4.0
5495,2580,2022,6,Couples,306,5.0
5496,2344,2024,7,Friends,67,3.0
5497,2821,2022,3,Family,237,5.0
5498,2141,2020,11,Couples,267,5.0
5499,1100,2024,11,Solo,258,5.0
5500,2763,2024,10,FAMILY,107,5.0
5501,672,2022,1,Friends,49,4.0
5502,1705,2022,12,Business,52,5.0
5503,2281,2023,12,Couples,209,5.0
5504,2599,2024,3,Friends,50,5.0
5505,2749,2022,7,Family,52,4.0
5506,276,2023,1,Couples,326,4.0
5507,2156,2020,4,Family,104,-1.0
5508,669,2023,9,,18,5.0
5509,2314,2024,6,Family,210,5.0
5510,2069,2022,6,Friends,282,3.0
5511,614,2024,1,Business,52,3.0
5512,2481,2022,9,Couples,249,5.0
5513,1316,2020,11,Family,46,4.0
5514,1578,2023,11,Business,22,3.0
5515,2913,2024,11,Family,53,4.0
5516,1917,2021,9,Business,303,5.0
5517,1723,2023,10,Friends,52,4.0
5518,67,2024,5,Family,38,5.0
5519,669,2024,3,Friends,127,3.0
5520,107,2023,12,Couples,342,5.0
5521,951,2023,7,Friends,193,5.0
5522,972,2023,6,Family,173,5.0
5523,1529,2022,10,Couples,260,5.0
5524,2033,2021,6,Family,203,4.0
5525,605,2021,9,Family,254,4.0
5526,1760,2023,5,Family,47,5.0
5527,2750,2020,1,Friends,83,3.0
5528,632,2021,2,Business,145,3.0
5529,1927,2024,9,Solo,103,5.0
5530,172,2024,1,Friends,44,3.0
5531,1532,2021,2,Family,152,5.0
5532,2204,2024,8,Couples,74,4.0
5533,132,2024,9,Family,154,5.0
5534,953,2021,3,Business,326,4.0
5535,2619,2021,8,Family,61,4.0
5536,673,2024,4,Couples,106,5.0
5537,2152,2024,9,Couples,127,3.0
5538,1790,2024,5,Family,118,4.0
5539,547,2022,6,Couples,139,4.0
5540,2205,2021,6,Solo,50,4.0
5541,1533,2024,9,Friends,209,5.0
5542,362,2022,4,Solo,176,4.0
5543,2858,2024,5,Family,326,4.0
5544,1415,2021,5,Couples,51,4.0
5545,2219,2020,1,Couples,272,4.0
5546,669,2023,10,Solo,18,4.0
5547,459,2024,10,Couples,165,5.0
5548,2203,2023,11,Friends,150,5.0
5549,1979,2022,7,Family,84,5.0
5550,777,2023,5,Friends,345,3.0
5551,2224,2024,11,Business,159,4.0
5552,1463,2024,8,Couples,298,5.0
5553,985,2020,12,Family,201,5.0
5554,2343,2022,9,Family,333,5.0
5555,1795,2022,2,Couples,336,5.0
5556,1469,2023,9,Solo,36,5.0
5557,2304,2024,9,Solo,101,3.0
5558,1582,2022,5,Solo,289,5.0
5559,2834,2023,1,Friends,121,4.0
5560,2435,2022,5,Solo,161,5.0
5561,985,2022,12,Friends,59,4.0
5562,1320,2022,2,Family,299,4.0
5563,2876,2023,12,Family,76,5.0
5564,2680,2023,8,Business,223,4.0
5565,654,2023,6,Business,169,4.0
5566,777,2021,4,Business,237,3.0
5567,1011,2020,3,Couples,240,3.0
5568,2624,2020,2,Solo,52,3.0
5569,2791,2021,1,Couples,88,5.0
5570,2404,2022,4,Business,118,5.0
5571,782,2023,7,COUPLES,300,4.0
5572,2651,2021,4,Couples,171,5.0
5573,132,2021,4,Couples,243,5.0
5574,1176,2023,9,Solo,125,4.0
5575,1048,2023,1,Couples,3,3.0
5576,1544,2022,12,Couples,230,5.0
5577,1647,2022,1,Friends,141,5.0
5578,673,2022,11,Couples,325,4.0
5579,669,2023,4,Family,257,5.0
5580,2409,2021,4,Family,264,3.0
5581,247,2024,8,Family,999999,5.0
5582,1421,2023,4,Couples,238,4.0
5583,654,2024,11,Friends,161,4.0
5584,925,2020,3,Business,326,5.0
5585,788,2022,12,Business,93,4.0
5586,2096,2020,8,Business,95,5.0
5587,1296,2021,11,Solo,224,2.0
5588,859,2023,11,Couples,72,4.0
5589,2480,2021,9,FRIENDS,121,5.0
5590,278,2023,3,Family,262,3.0
5591,2283,2024,10,Family,208,5.0
5592,730,2021,6,Friends,199,5.0
5593,2754,2020,12,Family,350,4.0
5594,19,2024,7,Family,190,4.0
5595,1629,2020,5,Couples,176,5.0
5596,1811,2022,1,Business,308,3.0
5597,1689,2022,2,Friends,282,4.0
5598,2421,2022,6,Family,50,4.0
5599,362,2024,12,Family,178,3.0
5600,1154,2022,9,Solo,98,3.0
5601,2578,2023,9,Solo,264,4.0
5602,2656,2022,9,Family,59,5.0
5603,1440,2022,1,Couples,237,4.0
5604,1636,2022,3,Couples,172,4.0
5605,2274,2022,4,  Family ,147,4.0
5606,2315,2024,3,Family,322,5.0
5607,2652,2020,1,Couples,339,5.0
5608,2512,2024,9,Couples,349,5.0
5609,1154,2023,12,Family,236,5.0
5610,1897,2023,7,Family,219,4.0
5611,1396,2023,4,Couples,22,5.0
5612,388,2023,2,Couples,41,5.0
5613,2447,2023,1,Friends,53,4.0
5614,1760,2022,2,Friends,108,3.0
5615,188,2023,6,Business,34,5.0
5616,1989,2020,11,Friends,326,5.0
5617,805,2022,12,Couples,143,5.0
5618,225,2022,1,Business,229,5.0
5619,1769,2024,3,  Business ,326,4.0
5620,2175,2022,3,Couples,326,4.0
5621,1501,2024,3,Solo,264,2.0
5622,20,2020,2,,308,3.0
5623,1688,2024,1,Friends,59,5.0
5624,24,2024,10,Business,195,5.0
5625,2786,2024,3,Couples,326,4.0
5626,760,2023,1,Couples,326,5.0
5627,2595,2021,3,Business,346,5.0
5628,47,2022,6,Couples,306,5.0
5629,319,2020,10,Family,26,3.0
5630,1281,2022,2,Business,297,4.0
5631,2259,2023,11,Solo,49,3.0
5632,2848,2023,11,Friends,300,5.0
5633,1515,2022,7,Couples,56,5.0
5634,985,2023,2,Family,277,5.0
5635,172,2022,5,Couples,294,4.0
5636,1705,2024,3,Solo,52,4.0
5637,1058,2024,11,Family,7,5.0
5638,2732,2023,9,Business,269,4.0
5639,1383,2024,12,Business,326,5.0
5640,2280,2022,10,Solo,190,4.0
5641,2521,2024,8,Family,50,5.0
5642,324,2022,1,Family,38,4.0
5643,1233,2020,2,Family,225,3.0
5644,2678,2024,5,Family,339,5.0
5645,1182,2022,3,Friends,56,5.0
5646,1660,2023,10,Couples,143,5.0
5647,2602,2021,4,Family,313,3.0
5648,694,2022,3,Friends,96,3.0
5649,2678,2024,9,Business,326,4.0
5650,1109,2021,9,Family,165,5.0
5651,1738,2024,1,Family,341,5.0
5652,928,2021,12,Friends,46,5.0
5653,1520,2024,11,Family,22,3.0
5654,172,2023,1,Family,150,5.0
5655,218,2020,2,Family,18,3.0
5656,1154,2023,12,Couples,299,5.0
5657,955,2024,11,Friends,271,4.0
5658,1795,2024,6,Couples,6,-1.0
5659,148,2020,12,Solo,87,
5660,563,2023,12,Family,143,5.0
5661,669,2023,12,Business,338,5.0
5662,1233,2020,8,Couples,265,3.0
5663,727,2021,10,Business,119,3.0
5664,459,2022,5,Couples,52,4.0
5665,1755,2023,3,Solo,326,5.0
5666,2214,2022,12,Solo,89,4.0
5667,2017,2023,3,Friends,264,3.0
5668,784,2022,6,business,33,3.0
5669,2544,2024,2,Couples,247,4.0
5670,1787,2023,8,Family,120,5.0
5671,1795,2021,1,Friends,121,3.0
5672,669,2021,5,Business,238,4.0
5673,724,2021,10,Family,50,5.0
5674,1364,2022,9,Couples,289,4.0
5675,714,2023,1,Family,109,4.0
5676,2029,2022,12,,175,5.0
5677,885,2024,11,Family,319,4.0
5678,503,2024,1,Couples,289,5.0
5679,503,2020,12,Couples,289,5.0
5680,418,2021,1,Family,306,5.0
5681,1229,2024,4,Couples,271,4.0
5682,12,2024,2,Family,38,4.0
5683,1575,2024,7,Couples,65,4.0
5684,855,2024,10,Friends,326,5.0
5685,1616,2021,7,business,230,5.0
5686,2822,2023,1,Business,188,4.0
5687,2588,2022,11,Solo,50,3.0
5688,1687,2020,8,Friends,53,4.0
5689,1162,2023,6,Solo,145,4.0
5690,2062,2021,6,Friends,326,5.0
5691,2776,2023,8,Couples,250,5.0
5692,1407,2024,2,Family,88,4.0
5693,327,2024,12,Family,190,4.0
5694,2281,2020,11,Couples,24,4.0
5695,40,2023,4,Business,22,3.0
5696,2278,2022,4,Solo,165,4.0
5697,276,2023,2,Friends,7,5.0
5698,349,2023,6,Family,143,5.0
5699,2324,2020,10,Friends,118,5.0
5700,2033,2024,7,Family,208,4.0
5701,1652,2021,6,Family,46,3.0
5702,2445,2020,9,Couples,221,4.0
5703,2529,2023,11,Family,52,5.0
5704,1302,2020,11,Family,171,5.0
5705,2994,2023,11,Couples,56,4.0
5706,985,2023,12,Business,178,4.0
5707,576,2022,7,Family,54,4.0
5708,2513,2023,11,Friends,18,
5709,1154,2023,9,Friends,338,
5710,2606,2024,7,Business,262,4.0
5711,198,2023,4,Friends,295,4.0
5712,362,2021,6,Family,30,5.0
5713,157,2024,3,Business,244,4.0
5714,1760,2024,6,Family,202,4.0
5715,2480,2023,1,Couples,326,
5716,1123,2023,4,Business,178,4.0
5717,296,2023,8,Friends,56,4.0
5718,1032,2023,5,Business,50,3.0
5719,985,2020,12,Business,52,1.0
5720,1876,2020,9,Solo,234,5.0
5721,1905,2022,4,Friends,152,5.0
5722,343,2022,9,Couples,330,5.0
5723,1172,2022,3,Family,286,4.0
5724,1872,2021,10,Family,35,5.0
5725,760,2022,1,Couples,326,4.0
5726,1136,2024,6,Family,289,4.0
5727,1794,2022,9,Family,28,4.0
5728,1123,2023,5,Couples,289,5.0
5729,123,2020,2,Couples,236,5.0
5730,669,2022,6,Friends,126,3.0
5731,2304,2023,3,Family,2,5.0
5732,731,2021,11,Solo,300,4.0
5733,2434,2020,7,Friends,56,5.0
5734,1330,2024,2,Couples,230,5.0
5735,1358,2022,1,Couples,308,4.0
5736,2296,2024,3,family,269,4.0
5737,1063,2024,1,Family,202,4.0
5738,716,2021,4,Solo,131,3.0
5739,347,2024,3,Couples,245,4.0
5740,1968,2023,4,Solo,224,3.0
5741,1346,2020,8,Business,165,4.0
5742,2413,2024,8,Family,303,5.0
5743,1304,2024,7,Business,50,4.0
5744,1154,2021,4,Solo,92,5.0
5745,856,2021,2,Solo,25,4.0
5746,669,2020,12,Friends,232,
5747,2476,2023,3,Family,19,4.0
5748,312,2024,10,Friends,336,5.0
5749,2705,2023,11,Family,230,5.0
5750,108,2024,7,Friends,326,5.0
5751,1518,2021,11,Solo,61,4.0
5752,188,2024,12,Family,25,4.0
5753,2315,2024,1,Friends,240,5.0
5754,669,2023,7,Friends,320,5.0
5755,1660,2020,12,Friends,78,5.0
5756,2748,2021,11,business,268,4.0
5757,1895,2024,4,Couples,283,5.0
5758,600,2021,12,Friends,134,4.0
5759,2378,2022,2,Couples,113,2.0
5760,1235,2023,8,Couples,143,5.0
5761,50,2023,11,Business,237,5.0
5762,1397,2023,8,Couples,143,5.0
5763,2416,2020,11,Business,39,2.0
5764,1201,2022,1,Business,202,4.0
5765,2258,2024,12,Friends,41,5.0
5766,2089,2024,6,Friends,170,5.0
5767,1300,2024,1,Couples,108,4.0
5768,926,2023,7,Couples,258,4.0
5769,2156,2024,3,Solo,40,3.0
5770,1025,2024,2,Solo,283,4.0
5771,572,2020,4,Couples,326,5.0
5772,926,2021,2,Couples,282,3.0
5773,2615,2024,3,Family,88,5.0
5774,807,2023,2,Couples,267,5.0
5775,701,2023,3,Friends,239,4.0
5776,442,2021,9,Friends,297,4.0
5777,180,2021,10,Friends,22,3.0
5778,2927,2024,8,Friends,24,4.0
5779,1551,2022,3,Family,46,3.0
5780,2166,2020,4,Business,162,4.0
5781,2304,2021,12,Family,52,4.0
5782,985,2020,5,Solo,178,4.0
5783,2388,2022,1,Friends,334,5.0
5784,2886,2022,2,Business,11,4.0
5785,2206,2020,3,Friends,305,5.0
5786,2109,2020,4,Friends,21,5.0
5787,1206,2024,2,Business,32,4.0
5788,2510,2022,8,family,150,5.0
5789,287,2022,7,Couples,350,3.0
5790,2230,2023,3,Family,88,5.0
5791,998,2023,5,Family,202,5.0
5792,1660,2023,4,Friends,340,4.0
5793,2674,2024,7,Family,230,5.0
5794,1769,2023,11,Family,122,4.0
5795,102,2023,7,Family,52,
5796,2151,2021,11,Family,131,5.0
5797,2797,2022,1,Solo,79,2.0
5798,1869,2021,11,Friends,62,4.0
5799,2568,2022,1,Friends,200,4.0
5800,2456,2024,10,Couples,175,5.0
5801,2568,2024,12,Couples,50,4.0
5802,972,2022,12,Friends,137,
5803,1363,2024,5,Solo,61,2.0
5804,2520,2024,4,Couples,145,4.0
5805,2734,2020,12,Family,230,5.0
5806,481,2022,6,Business,22,3.0
5807,615,2024,5,Friends,267,4.0
5808,981,2022,6,Couples,2,5.0
5809,2296,2024,9,Family,28,5.0
5810,2607,2023,8,Couples,323,4.0
5811,1697,2022,3,Friends,265,3.0
5812,369,2024,5,Couples,35,5.0
5813,875,2021,6,Friends,24,4.0
5814,2549,2021,3,Friends,311,3.0
5815,985,2020,3,Business,52,3.0
5816,342,2020,10,Friends,326,5.0
5817,869,2024,1,Family,231,5.0
5818,2413,2024,9,Couples,318,5.0
5819,1422,2021,9,Couples,159,4.0
5820,576,2022,1,Family,213,4.0
5821,902,2023,7,Business,50,3.0
5822,2861,2021,10,Friends,326,5.0
5823,1206,2021,2,Couples,76,5.0
5824,1236,2023,10,Solo,56,5.0
5825,507,2024,10,Solo,17,3.0
5826,875,2024,5,Solo,159,3.0
5827,2419,2023,5,Friends,5,4.0
5828,2340,2021,4,Solo,326,5.0
5829,1217,2024,9,Friends,278,4.0
5830,2678,2024,5,Friends,10,4.0
5831,1059,2023,5,Solo,150,3.0
5832,2580,2020,4,Couples,150,4.0
5833,127,2023,10,Family,50,5.0
5834,983,2023,8,Couples,249,5.0
5835,2544,2023,6,Friends,238,5.0
5836,2703,2024,11,Family,264,2.0
5837,2256,2021,4,Couples,50,5.0
5838,1965,2022,7,Couples,272,3.0
5839,2424,2023,1,Friends,246,5.0
5840,2091,2020,5,Business,109,3.0
5841,748,2021,12,Couples,55,5.0
5842,1326,2020,8,Family,98,5.0
5843,1933,2024,3,Friends,254,4.0
5844,1720,2020,8,Couples,101,5.0
5845,2645,2023,10,Friends,259,4.0
5846,1361,2024,1,Business,245,4.0
5847,600,2023,2,Family,274,5.0
5848,669,2022,10,Solo,32,4.0
5849,2513,2021,11,Business,151,4.0
5850,32,2023,3,Solo,46,4.0
5851,2588,2024,9,Family,33,3.0
5852,182,2024,6,Business,88,4.0
5853,1097,2023,7,Business,230,5.0
5854,2394,2022,9,Friends,269,4.0
5855,1137,2023,9,Family,340,5.0
5856,2450,2022,4,Solo,272,3.0
5857,332,2024,4,Family,61,3.0
5858,1477,2023,10,Friends,265,4.0
5859,1701,2024,6,Couples,35,5.0
5860,2664,2023,2,Couples,312,3.0
5861,306,2024,10,Couples,8,5.0
5862,958,2024,11,Business,198,5.0
5863,1929,2020,12,Business,308,4.0
5864,2938,2023,1,Business,121,4.0
5865,2521,2021,7,Friends,143,5.0
5866,2514,2021,6,Business,211,5.0
5867,1501,2023,12,Business,97,4.0
5868,1659,2021,7,Family,327,4.0
5869,2554,2022,9,Family,25,5.0
5870,2589,2020,4,Family,20,5.0
5871,2404,2024,4,Couples,308,5.0
5872,2438,2022,1,Family,163,5.0
5873,2624,2023,2,Couples,237,4.0
5874,371,2022,3,Couples,250,4.0
5875,834,2022,10,Solo,182,3.0
5876,2923,2023,12,Family,116,4.0
5877,1582,2021,1,Family,289,5.0
5878,596,2024,12,Friends,50,5.0
5879,1457,2021,1,Couples,243,5.0
5880,1878,2021,6,Couples,202,5.0
5881,2468,2022,8,Solo,25,5.0
5882,2416,2021,12,Friends,303,4.0
5883,172,2020,12,COUPLES,51,4.0
5884,1290,2022,10,Couples,290,4.0
5885,81,2021,9,Business,156,5.0
5886,2653,2023,2,Friends,211,5.0
5887,587,2022,11,Solo,111,3.0
5888,1823,2022,8,Solo,247,3.0
5889,1669,2022,9,Family,227,4.0
5890,1825,2024,8,Business,140,4.0
5891,1656,2021,7,Friends,265,5.0
5892,2123,2020,6,Couples,326,5.0
5893,1826,2023,12,Couples,287,5.0
5894,294,2022,1,Family,306,4.0
5895,1021,2022,5,  Family ,25,4.0
5896,1590,2021,11,Couples,334,5.0
5897,926,2023,1,Family,206,4.0
5898,2261,2023,7,Friends,57,4.0
5899,922,2024,10,Couples,277,5.0
5900,2470,2023,6,Couples,181,5.0
5901,481,2023,4,Solo,78,5.0
5902,2295,2022,3,Friends,87,5.0
5903,624,2023,8,Solo,253,4.0
5904,1522,2021,7,Family,56,4.0
5905,926,2023,3,Family,76,4.0
5906,1853,2021,11,Family,311,2.0
5907,669,2024,3,Couples,238,4.0
5908,2372,2021,11,Couples,99,5.0
5909,1678,2022,4,Business,326,5.0
5910,2875,2023,10,Friends,76,5.0
5911,2109,2022,12,FRIENDS,224,4.0
5912,1772,2020,2,Couples,114,5.0
5913,2471,2022,4,Family,40,4.0
5914,669,2022,5,Family,104,3.0
5915,1843,2023,10,Business,326,3.0
5916,1090,2024,8,Business,22,4.0
5917,2214,2023,7,Friends,274,5.0
5918,95,2022,4,Family,263,3.0
5919,1193,2024,6,Couples,73,3.0
5920,1903,2022,2,Family,52,4.0
5921,1314,2024,9,Business,339,5.0
5922,714,2023,2,Business,171,5.0
5923,1318,2024,9,Couples,56,4.0
5924,2525,2020,12,Friends,76,5.0
5925,669,2024,7,Family,159,4.0
5926,1023,2022,2,Friends,52,3.0
5927,2972,2024,5,Couples,173,5.0
5928,2734,2024,1,Business,210,4.0
5929,132,2022,5,Family,149,5.0
5930,1529,2023,12,Family,265,4.0
5931,219,2022,1,Friends,326,4.0
5932,2779,2024,1,Couples,174,5.0
5933,1236,2023,10,Friends,145,3.0
5934,1164,2023,3,Friends,323,3.0
5935,772,2022,4,Solo,143,4.0
5936,1662,2023,9,Friends,297,5.0
5937,481,2024,2,Solo,52,2.0
5938,2388,2024,11,Family,78,5.0
5939,1411,2023,7,Family,223,3.0
5940,1660,2024,8,Business,264,3.0
5941,2508,2023,11,  Business ,278,3.0
5942,633,2024,5,Family,50,3.0
5943,591,2023,1,Business,326,3.0
5944,1174,2022,4,Friends,41,4.0
5945,2340,2024,11,Friends,254,5.0
5946,188,2022,8,,311,3.0
5947,2371,2023,11,Family,6,3.0
5948,1451,2024,12,Business,237,4.0
5949,1651,2024,2,Family,88,5.0
5950,1659,2020,9,Family,284,4.0
5951,185,2024,11,Business,32,3.0
5952,736,2022,6,Family,169,4.0
5953,2251,2023,1,Business,326,4.0
5954,1152,2024,6,Business,349,4.0
5955,1646,2020,4,Family,267,5.0
5956,2858,2023,7,Family,38,3.0
5957,172,2022,8,Family,195,5.0
5958,1274,2022,10,Family,209,
5959,996,2022,9,Friends,172,3.0
5960,349,2021,2,Friends,167,3.0
5961,2858,2023,4,Friends,12,4.0
5962,2886,2023,7,Solo,257,4.0
5963,896,2022,9,solo,223,4.0
5964,2858,2023,1,Family,172,4.0
5965,137,2024,11,Business,265,3.0
5966,2938,2020,11,Family,199,5.0
5967,2490,2022,5,Friends,146,5.0
5968,669,2022,10,Business,104,3.0
5969,1756,2023,4,Couples,141,5.0
5970,2385,2024,4,,183,4.0
5971,924,2020,6,Family,180,4.0
5972,985,2024,2,Couples,52,4.0
5973,1832,2024,2,Couples,229,5.0
5974,482,2023,9,Solo,326,4.0
5975,389,2024,8,Couples,150,5.0
5976,737,2022,10,Solo,289,4.0
5977,2203,2024,1,Family,150,4.0
5978,1020,2023,11,Friends,78,5.0
5979,1470,2021,1,Friends,106,4.0
5980,664,2024,2,Business,232,3.0
5981,661,2024,1,Business,5,4.0
5982,1900,2024,5,Family,141,5.0
5983,354,2021,2,Business,22,4.0
5984,1959,2024,9,Couples,297,5.0
5985,1118,2022,3,Solo,50,5.0
5986,1965,2024,1,Solo,52,2.0
5987,1061,2021,3,Friends,169,4.0
5988,2513,2024,4,Friends,59,5.0
5989,182,2023,1,Solo,326,4.0
5990,2675,2024,6,Friends,189,5.0
5991,762,2022,7,Friends,150,4.0
5992,165,2023,4,Friends,336,5.0
5993,1653,2022,4,Family,178,5.0
5994,672,2021,11,Family,53,5.0
5995,1308,2022,4,Friends,60,2.0
5996,2404,2022,11,Friends,178,3.0
5997,2355,2022,6,Business,270,3.0
5998,1760,2023,12,Family,202,3.0
5999,2932,2024,7,Friends,272,4.0
6000,1317,2022,12,Family,52,5.0
6001,153,2024,11,Business,143,3.0
6002,2442,2022,5,Family,56,5.0
6003,669,2021,2,Business,156,4.0
6004,595,2022,6,Family,306,5.0
6005,225,2024,12,Business,292,3.0
6006,927,2022,5,Couples,99,4.0
6007,926,2024,2,Family,143,5.0
6008,871,2021,11,Friends,316,4.0
6009,1738,2023,11,Couples,50,3.0
6010,2234,2023,5,Couples,52,4.0
6011,2830,2024,12,Family,22,3.0
6012,307,2022,1,Friends,149,4.0
6013,497,2020,3,Friends,350,3.0
6014,1729,2024,1,Friends,306,5.0
6015,324,2024,2,Family,22,3.0
6016,1032,2024,12,Business,260,3.0
6017,1821,2021,11,Couples,34,5.0
6018,2318,2024,12,Couples,224,3.0
6019,669,2021,9,FRIENDS,257,5.0
6020,1959,2022,2,Family,117,5.0
6021,1878,2023,2,Couples,136,5.0
6022,2561,2024,12,Solo,240,3.0
6023,906,2020,1,Friends,326,5.0
6024,2230,2021,6,Couples,326,5.0
6025,2235,2024,2,Couples,315,5.0
6026,719,2020,6,Business,105,4.0
6027,1808,2022,2,Friends,109,2.0
6028,1984,2023,6,Couples,320,5.0
6029,777,2023,12,Couples,193,5.0
6030,1283,2023,6,Couples,238,4.0
6031,1219,2023,7,Family,52,3.0
6032,2304,2021,11,Family,2,4.0
6033,3,2023,11,family,47,4.0
6034,1453,2022,2,Solo,76,5.0
6035,628,2021,9,Business,50,4.0
6036,1883,2021,10,Couples,230,5.0
6037,2002,2023,2,Friends,149,5.0
6038,1453,2023,7,Couples,4,4.0
6039,1573,2022,9,Solo,291,5.0
